City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,argo,37.6333,22.7333,14.32,80,98,1.57,GR,1710002282
277,bangassou,4.7413,22.8184,32.78,26,26,0.36,CF,1710002786
278,zaltan,32.947,11.8665,23.84,32,8,4.71,LY,1710002786
279,nevada,39.2502,-116.7512,3.63,17,41,3.52,US,1710002786
280,bardai,11.65,7.2333,35.74,9,68,3.33,NG,1710002787
281,fort mcmurray,56.7268,-111.381,-0.23,55,0,3.6,CA,1710002787
282,kristiansund,63.1115,7.732,4.03,55,40,2.06,NO,1710002296
283,siguiri,11.6667,-9.5,40.18,9,46,2.07,GN,1710002787
284,tres rios,-22.1167,-43.2092,30.1,77,87,1.66,BR,1710002787
285,chioggia,45.2256,12.2889,11.77,87,99,3.58,IT,1710002787
286,namibe,-15.1961,12.1522,26.26,79,97,4.58,AO,1710002219
287,weno,7.4515,151.8468,27.97,89,75,3.6,FM,1710002304
288,villa de soto,-30.8552,-64.9995,31.89,30,7,7.51,AR,1710002788
289,inari,68.906,27.0288,2.11,95,61,1.65,FI,1710002788
290,kigoma,-4.8769,29.6267,25.09,74,97,1.71,TZ,1710002788
291,hammerfest,70.6634,23.6821,3.25,100,75,5.14,NO,1710002273
292,borisoglebskiy,57.2586,39.1508,-11.68,96,100,2.12,RU,1710002788
293,egilsstadir,65.2653,-14.3948,3.95,75,75,5.14,IS,1710002788
294,nagqu,31.5,92.0,-5.93,12,21,2.74,CN,1710002788
295,dryden,49.7833,-92.7503,-6.84,68,20,3.09,CA,1710002291
296,inarajan village,13.2736,144.7484,26.08,94,64,7.53,GU,1710002789
297,broome,42.2506,-75.833,6.61,83,100,7.6,US,1710002789
298,yamba,-5.9,22.3,25.58,83,100,1.16,CD,1710002789
299,kutum,14.2,24.6667,27.33,9,8,4.17,SD,1710002789
300,ulundi,-28.3352,31.4162,22.34,82,5,3.19,ZA,1710002789
301,bonthe,7.5264,-12.505,28.94,73,69,4.38,SL,1710002277
302,ustka,54.5805,16.8619,4.25,63,1,5.29,PL,1710002789
303,makanya,-4.3667,37.8333,27.05,63,95,2.54,TZ,1710002790
304,cockburn town,21.4612,-71.1419,25.48,79,3,6.1,TC,1710002234
305,fabens,31.5023,-106.1586,8.97,47,7,6.81,US,1710002790
306,sao vicente,-23.9631,-46.3919,34.1,66,20,2.24,BR,1710002295
307,stanley,54.868,-1.6985,5.99,90,75,5.14,GB,1710002233
308,borogontsy,62.6683,131.1683,-30.38,100,99,1.24,RU,1710002790
309,mumford,5.2618,-0.759,28.16,82,100,5.59,GH,1710002790
310,ribeira brava,32.65,-17.0667,21.35,76,50,8.4,PT,1710002791
311,petropavlovsk-kamchatsky,53.0452,158.6483,-5.86,85,75,3.58,RU,1710002229
312,samana,19.2056,-69.3369,30.12,79,20,3.09,DO,1710002791
313,ismayilli,40.779,48.1638,5.4,81,89,0.74,AZ,1710002791
314,touros,-5.1989,-35.4608,31.05,59,26,5.54,BR,1710002791
315,pisco,-13.7,-76.2167,26.68,69,0,3.6,PE,1710002791
316,figueres,42.2664,2.9616,11.46,90,100,1.79,ES,1710002791
317,mokrous,51.2333,47.5167,-3.03,95,96,4.27,RU,1710002792
318,kuqa,41.7278,82.9364,7.37,38,20,0.95,CN,1710002792
319,kalemie,-5.9475,29.1947,24.1,79,95,0.86,CD,1710002792
320,kargat,55.1956,80.2811,-8.55,98,99,2.99,RU,1710002792
321,keflavik,64.0049,-22.5624,7.95,81,75,11.32,IS,1710002240
322,astrakhan,46.3497,48.0408,-0.07,64,0,2.0,RU,1710002792
323,urucara,-2.5364,-57.76,27.7,74,100,2.15,BR,1710002792
324,taoudenni,22.6783,-3.9836,32.99,7,78,3.67,ML,1710002276
325,mount gambier,-37.8333,140.7667,22.36,63,88,2.4,AU,1710002269
326,auki,-8.7676,160.7034,26.78,86,98,2.41,SB,1710002793
327,carolina beach,34.0352,-77.8936,18.38,96,100,1.34,US,1710002793
328,punta cardon,11.6581,-70.215,29.13,67,4,11.52,VE,1710002793
329,maceio,-9.6658,-35.7353,32.69,55,40,4.63,BR,1710002223
330,yuzhno-kurilsk,44.0306,145.8556,-3.68,59,100,1.88,RU,1710002220
331,maych'ew,12.7875,39.5422,14.56,93,91,3.76,ET,1710002793
332,coquimbo,-29.9533,-71.3436,20.85,73,0,6.17,CL,1710002003
333,crane,31.3974,-102.3501,7.55,48,8,4.46,US,1710002279
334,puerto baquerizo moreno,-0.9,-89.6,27.55,89,40,3.09,EC,1710002296
335,bodo,67.28,14.405,3.02,65,0,5.14,NO,1710002312
336,puerto deseado,-47.7503,-65.8938,17.4,31,34,10.76,AR,1710002794
337,amga,60.8953,131.9608,-19.14,100,100,0.61,RU,1710002315
338,tangalle,6.024,80.7911,25.73,73,100,1.56,LK,1710002794
339,esmeraldas,-19.7625,-44.3139,30.97,69,47,2.27,BR,1710002794
340,islamkot,24.6997,70.177,25.25,14,94,4.28,PK,1710002794
341,saint-georges,12.0564,-61.7485,29.82,74,20,7.2,GD,1710002795
342,okhotsk,59.3833,143.3,-21.86,98,85,2.84,RU,1710002227
343,tralee,52.2704,-9.7026,8.14,76,100,6.17,IE,1710002795
344,polyarnyy,69.1989,33.4478,0.44,89,100,6.77,RU,1710002795
345,lobito,-12.3481,13.5456,27.91,80,91,2.23,AO,1710002795
346,nowshera cantonment,33.9967,72.0131,17.32,30,82,2.58,PK,1710002795
347,vicksburg,32.3526,-90.8779,17.13,75,100,7.2,US,1710002795
348,niksic,42.7731,18.9445,7.04,98,100,2.82,ME,1710002796
349,that phanom,16.9364,104.7104,24.56,67,99,4.48,TH,1710002796
350,susuman,62.7833,148.1667,-25.01,95,100,0.89,RU,1710002321
351,lihue,21.9789,-159.3672,20.76,82,20,8.75,US,1710002235
352,port douglas,-16.4833,145.4667,26.48,88,100,7.55,AU,1710002796
353,hithadhoo,-0.6,73.0833,28.36,74,11,4.31,MV,1710002237
354,anandpur,31.25,76.5,16.58,38,3,1.87,IN,1710002797
355,mogocha,53.7333,119.7667,-14.72,97,100,1.54,RU,1710002797
356,columbus,39.9612,-82.9988,10.95,89,100,7.2,US,1710002797
357,atlantic beach,30.3344,-81.3987,30.12,67,20,9.26,US,1710002797
358,east end,34.5507,-92.341,10.4,79,100,0.45,US,1710002797
359,karaton,-6.3424,106.1045,22.81,97,100,0.86,ID,1710002797
360,freetown,8.484,-13.2299,27.98,73,57,3.74,SL,1710002798
361,gaur,26.7667,85.2667,18.68,31,1,3.19,NP,1710002798
362,quartu sant'elena,39.2419,9.1839,15.16,73,20,6.17,IT,1710002523
363,nowshahr,36.649,51.496,10.97,87,75,4.12,IR,1710002798
364,tara,56.8944,74.371,-7.08,96,100,2.72,RU,1710002231
365,vorgashor,67.5833,63.95,-25.81,100,96,0.79,RU,1710002798
366,kone,-21.0595,164.8658,24.15,90,68,2.63,NC,1710002798
367,nakkila,61.3667,22.0,-2.06,69,100,1.54,FI,1710002799
368,tamanrasset,22.785,5.5228,25.95,6,0,6.69,DZ,1710002799
369,ilulissat,69.2167,-51.1,-20.92,96,96,1.43,GL,1710002245
370,salym,60.0625,71.4789,-10.01,97,100,1.57,RU,1710002799
371,serhetabat,35.2799,62.3438,11.06,95,96,1.9,TM,1710002799
372,acapulco de juarez,16.8634,-99.8901,27.9,65,40,2.57,MX,1710002245
373,camarinas,43.1311,-9.1817,9.4,75,91,9.74,ES,1710002026
374,dalnerechensk,45.9339,133.7225,-12.87,94,94,3.31,RU,1710002799
375,mahdia,35.5047,11.0622,20.97,62,78,7.58,TN,1710002799
376,villa huidobro,-34.8383,-64.5869,28.13,31,22,5.84,AR,1710002800
377,geraldton,-28.7667,114.6,18.23,63,0,8.23,AU,1710002287
378,richmond,37.5538,-77.4603,11.01,94,100,3.6,US,1710002792
379,bontang,0.1333,117.5,25.87,87,98,4.38,ID,1710002800
380,puerto carreno,6.189,-67.4859,32.99,55,20,3.09,CO,1710002800
381,guerrero negro,27.9769,-114.0611,18.65,49,100,1.26,MX,1710002297
382,esikhaleni,-28.871,31.8996,23.82,87,4,3.59,ZA,1710002800
383,havre,49.5833,0.3333,10.87,71,100,5.66,FR,1710002801
384,susanville,40.4163,-120.653,6.0,82,75,1.34,US,1710002801
385,malango,-2.9627,119.9001,21.14,97,100,0.6,ID,1710002225
386,quellon,-43.1167,-73.6167,13.92,69,68,3.61,CL,1710002801
387,cam pha mines,21.0167,107.3,16.57,93,100,5.12,VN,1710002801
388,mili,6.0815,171.735,27.53,80,80,12.16,MH,1710002801
389,sitka,57.0531,-135.33,1.94,87,75,3.6,US,1710002251
390,prince rupert,54.3161,-130.3201,3.83,100,0,3.09,CA,1710002569
391,manismata,-2.4667,111.0333,24.09,94,100,1.21,ID,1710002802
392,hafnarfjordur,64.0671,-21.9377,7.93,66,40,7.2,IS,1710002802
393,lora del rio,37.659,-5.5275,13.19,82,100,7.02,ES,1710002802
394,chabahar,25.2919,60.643,20.26,85,100,5.26,IR,1710002285
395,bandarbeyla,9.4942,50.8122,26.99,72,4,3.6,SO,1710002802
396,solnechnogorsk,56.1833,36.9833,-4.09,97,100,1.34,RU,1710002802
397,shaoguan,24.8,113.5833,12.79,93,94,0.82,CN,1710002803
398,yeniseysk,58.4497,92.1703,-15.03,99,77,1.79,RU,1710002803
399,san patricio,28.017,-97.5169,16.03,53,100,9.3,US,1710002240
400,yigo village,13.5361,144.8886,25.16,90,100,7.2,GU,1710002803
401,sinop,41.7711,34.8709,1.69,94,98,0.9,TR,1710002320
402,miedzyrzecz,52.4446,15.578,10.04,57,80,5.45,PL,1710002803
403,holualoa,19.6228,-155.9522,21.04,85,0,2.06,US,1710002232
404,lufilufi,-13.8745,-171.5986,25.88,78,92,6.03,WS,1710002804
405,labrador city,52.9463,-66.9114,-3.05,46,100,5.66,CA,1710002804
406,sharypovo,55.5403,89.2008,-8.19,91,87,1.79,RU,1710002804
407,murud,18.3258,72.965,25.18,55,0,3.37,IN,1710002804
408,mukalla,14.5425,49.1242,26.51,76,23,1.35,YE,1710002804
409,chervonohrad,50.391,24.2351,4.11,55,0,3.01,UA,1710002804
410,datong,40.0936,113.2914,1.66,37,11,1.23,CN,1710002804
411,bela,25.9333,81.9833,19.76,31,3,3.77,IN,1710002805
412,qujing,25.4833,103.7833,7.75,82,3,2.26,CN,1710002805
413,inhambane,-23.865,35.3833,30.0,70,40,5.36,MZ,1710002805
414,mulchen,-37.7167,-72.2333,18.92,27,0,2.79,CL,1710002805
415,tabuk,17.4189,121.4443,20.73,89,100,2.67,PH,1710002805
416,placido de castro,-10.3353,-67.1856,31.46,62,99,0.77,BR,1710002805
417,zhangye,38.9342,100.4517,3.46,42,100,1.74,CN,1710002806
418,angatuba,-23.4897,-48.4128,28.3,70,89,4.11,BR,1710002806
419,ghat,24.9647,10.1728,26.27,8,0,5.82,LY,1710002806
420,barreirinhas,-2.7469,-42.8264,30.41,69,77,2.06,BR,1710002806
421,mariental,-24.6333,17.9667,35.22,13,5,3.78,NA,1710002806
422,lompoc,34.6391,-120.4579,11.44,71,100,2.57,US,1710002238
423,san mariano,7.5,126.0,19.91,89,88,1.68,PH,1710002806
424,kingston,17.997,-76.7936,31.2,66,20,7.72,JM,1710002221
425,forster,-32.1667,152.5167,19.05,100,24,2.16,AU,1710002807
426,kidal,18.4411,1.4078,35.65,7,63,2.08,ML,1710002807
427,belo sur tsiribihina,-19.7,44.55,24.04,89,100,2.24,MG,1710002807
428,bo phloi,14.3236,99.5161,27.19,75,96,1.63,TH,1710002807
429,manggar,-2.8833,108.2667,25.07,88,100,3.1,ID,1710002807
430,zaysan,47.4667,84.8667,-4.86,83,78,1.73,KZ,1710002807
431,xiangyang,32.0422,112.1448,9.68,64,11,3.2,CN,1710002807
432,kaga bandoro,6.9896,19.1874,33.52,17,6,1.25,CF,1710002808
433,shimoda,34.6667,138.95,2.28,78,86,0.68,JP,1710002808
434,aswan,24.0934,32.907,28.33,12,56,1.34,EG,1710002302
435,nusaybin,37.0778,41.2178,7.98,86,100,5.47,TR,1710002808
436,lospalos,-8.5186,127.0025,23.39,92,100,0.74,TL,1710002285
437,baglung,28.2719,83.5898,13.29,49,3,2.44,NP,1710002808
438,sisimiut,66.9395,-53.6735,-17.95,83,54,2.93,GL,1710002809
439,pahrump,36.2083,-115.9839,11.84,33,12,4.02,US,1710002809
440,bin yauri,10.7823,4.8114,39.13,19,100,0.72,NG,1710002809
441,grand falls-windsor,48.9332,-55.6649,-0.83,81,96,3.13,CA,1710002809
442,nefta,33.8731,7.8777,29.14,11,48,4.56,TN,1710002809
443,gidole,5.65,37.3667,20.12,52,89,0.81,ET,1710002809
444,tongchuanshi,35.0806,109.0897,7.55,50,50,1.46,CN,1710002809
445,arawa,-6.2132,155.5367,25.86,91,99,1.15,PG,1710002809
446,vorkuta,67.5,64.0,-25.42,100,96,0.77,RU,1710002810
447,mercedes,-34.6515,-59.4307,31.85,47,0,4.47,AR,1710002810
448,laguna,38.421,-121.4238,12.83,83,0,4.12,US,1710002231
449,mazamari,-11.3258,-74.5308,33.76,44,89,1.09,PE,1710002281
450,punta cana,18.5818,-68.4043,28.87,65,20,5.14,DO,1710002810
451,altay,47.8667,88.1167,-6.78,69,8,3.61,CN,1710002810
452,batticaloa,7.7102,81.6924,26.28,71,37,4.07,LK,1710002810
453,remire-montjoly,4.9167,-52.2667,32.02,58,20,6.69,GF,1710002810
454,aldinga beach,-35.2793,138.4604,31.81,48,48,1.9,AU,1710002811
455,cill airne,52.05,-9.5167,8.03,76,100,6.17,IE,1710002811
456,sainte-agathe-des-monts,46.0501,-74.2825,6.9,58,100,0.89,CA,1710002737
457,bikenibeu village,1.3673,173.1241,26.98,89,100,3.6,KI,1710002811
458,pleasanton,37.6624,-121.8747,12.54,85,0,0.0,US,1710002636
459,mount airy,36.4993,-80.6073,12.09,82,100,3.6,US,1710002811
460,okha,53.5739,142.9478,-18.32,100,91,1.51,RU,1710002232
461,enriquillo,17.9,-71.2333,28.82,59,3,5.11,DO,1710002811
462,laojunmiao,39.8333,97.7333,-2.55,45,32,3.09,CN,1710002812
463,brno,49.1952,16.608,9.43,73,75,8.23,CZ,1710002623
464,vallenar,-28.5708,-70.7581,31.59,24,6,4.1,CL,1710002812
465,camiri,-20.05,-63.5167,30.88,55,89,0.0,BO,1710002812
466,grande prairie,55.1667,-118.8027,-3.9,86,75,2.57,CA,1710002812
467,puerto armuelles,8.2833,-82.8667,32.99,64,1,1.34,PA,1710002315
468,akureyri,65.6835,-18.0878,3.96,65,0,1.54,IS,1710002289
469,san rafael del sur,11.8485,-86.4384,30.54,42,2,1.86,NI,1710002273
470,cadale,2.7603,46.3222,27.69,73,0,7.04,SO,1710002813
471,vilyuchinsk,52.9306,158.4028,-5.04,87,100,3.83,RU,1710002230
472,bengkulu,-3.8004,102.2655,24.66,90,100,2.61,ID,1710002813
473,tenno,39.9,139.9667,2.32,57,95,9.63,JP,1710002813
474,macapa,0.0389,-51.0664,28.99,79,75,6.69,BR,1710002813
475,enoch,37.7733,-113.0244,1.93,64,0,1.54,US,1710002813
476,qamdo,31.1667,97.2333,-3.33,39,90,3.22,CN,1710002813
477,mount pearl,47.5166,-52.7813,-0.38,95,100,11.83,CA,1710002675
478,el alto,-4.2714,-81.2147,31.81,66,97,4.19,PE,1710002814
479,letterkenny,54.95,-7.7333,7.96,89,100,5.08,IE,1710002814
480,kaa-khem,51.6833,94.7333,-19.22,91,26,1.99,RU,1710002814
481,huntsville,34.7304,-86.5861,16.98,94,100,5.14,US,1710002219
482,saint-philippe,-21.3585,55.7679,26.77,86,32,3.95,RE,1710002239
483,gumdag,39.2061,54.5906,11.28,51,10,2.44,TM,1710002815
484,saudarkrokur,65.7461,-19.6394,1.69,79,76,3.92,IS,1710002815
485,seeb,23.6703,58.1891,25.05,78,75,2.57,OM,1710002815
486,gostagayevskaya,45.0228,37.5051,-1.16,86,0,2.0,RU,1710002815
487,opuwo,-18.0607,13.84,31.58,36,67,2.59,NA,1710002815
488,cassilandia,-19.1133,-51.7342,37.38,33,76,1.05,BR,1710002815
489,usakos,-22.0,15.6,31.71,27,64,3.1,NA,1710002816
490,tewantin,-26.3833,153.0333,25.53,63,64,6.3,AU,1710002816
491,arno,60.1167,18.6333,-2.34,77,100,3.51,SE,1710002816
492,saguenay,48.4168,-71.0657,3.93,58,75,9.26,CA,1710002662
493,codrington,-38.2667,141.9667,22.02,64,62,2.41,AU,1710002226
494,minato,34.1833,135.2,4.53,63,14,4.85,JP,1710002816
495,hami,42.8,93.45,5.62,27,3,1.89,CN,1710002246
496,pitkyaranta,61.5734,31.4792,-5.27,92,94,2.0,RU,1710002816
497,al jawf,29.5,38.75,18.01,20,5,3.02,SA,1710002816
498,st. john's,47.5649,-52.7093,0.08,94,100,11.83,CA,1710002191
499,hassi messaoud,31.6804,6.0729,29.92,8,8,9.26,DZ,1710002817
500,vega de alatorre,20.0333,-96.6333,27.56,60,4,9.0,MX,1710002817
501,tomatlan,19.9333,-105.25,29.8,20,42,2.12,MX,1710002817
502,magadan,59.5667,150.8,-11.37,95,100,2.87,RU,1710002817
503,mutuali,-14.8706,37.0044,22.95,87,90,1.1,MZ,1710002817
504,i-n-salah,27.1935,2.4607,29.52,8,0,7.24,DZ,1710002817
505,korocha,50.8107,37.1953,0.4,79,100,3.43,RU,1710002818
506,huarmey,-10.0681,-78.1522,25.98,73,96,4.68,PE,1710002818
507,margate,51.3813,1.3862,12.28,76,100,1.34,GB,1710002031
508,rio gallegos,-51.6226,-69.2181,14.03,47,0,19.55,AR,1710002818
509,bang saphan,11.2126,99.5117,25.43,84,55,1.2,TH,1710002818
510,sayansk,54.1088,102.1648,-16.49,99,83,0.52,RU,1710002818
511,labinsk,44.6342,40.7356,2.75,79,95,1.89,RU,1710002819
512,mahavelona,-17.6848,49.5087,26.99,82,12,1.88,MG,1710002819
513,ulanhot,46.0833,122.0833,-4.12,45,0,2.13,CN,1710002819
514,mejit,10.2753,170.8646,26.41,73,71,12.45,MH,1710002323
515,copiapo,-27.3667,-70.3333,17.83,28,26,3.65,CL,1710002819
516,fortuna,40.5982,-124.1573,9.25,94,100,6.17,US,1710002283
517,toamasina,-18.1667,49.3833,27.0,78,20,1.03,MG,1710002224
518,belmonte,-15.8631,-38.8828,30.22,63,58,3.03,BR,1710002293
519,guarapari,-20.6667,-40.4975,29.94,77,98,4.91,BR,1710002820
520,gamay,12.3854,125.2979,24.63,79,86,3.6,PH,1710002820
521,bridgewater,44.3835,-64.5155,6.49,55,34,3.09,CA,1710002820
522,thermalito,39.5113,-121.5869,12.09,64,100,2.68,US,1710002820
523,salaqi,40.5414,110.5108,2.32,27,55,1.93,CN,1710002820
524,huilong,31.8111,121.655,4.7,70,99,2.91,CN,1710002820
525,matveyev kurgan,47.5645,38.8695,4.0,64,100,2.99,RU,1710002821
526,da nang,16.0678,108.2208,22.99,88,75,2.57,VN,1710002821
527,rongelap,11.1635,166.8941,26.32,75,92,11.96,MH,1710002821
528,chinde,26.8418,88.0763,12.11,35,0,2.34,NP,1710002821
529,harstad,68.799,16.5293,0.64,83,68,0.88,NO,1710002821
530,ludington,43.9553,-86.4526,1.17,88,100,4.63,US,1710002821
531,zeya,53.75,127.2667,-13.62,96,100,1.21,RU,1710002821
532,cherepanovo,54.2222,83.381,-2.15,97,97,4.6,RU,1710002822
533,nemuro,43.3236,145.575,-3.24,73,98,2.62,JP,1710002294
534,pacific grove,36.6177,-121.9166,13.83,78,75,2.68,US,1710002276
535,greymouth,-42.4667,171.2,11.74,87,76,1.87,NZ,1710002822
536,drama,41.1544,24.1394,9.21,90,99,0.7,GR,1710002822
537,villa regina,-39.1,-67.0667,26.1,15,0,3.58,AR,1710002822
538,xichang,27.8964,102.2634,7.43,70,3,2.34,CN,1710002822
539,mala vyska,48.6431,31.6366,4.11,59,83,2.46,UA,1710002823
540,hobyo,5.3505,48.5268,27.69,70,2,5.61,SO,1710002283
541,as samawah,31.332,45.2944,22.68,24,44,4.18,IQ,1710002823
542,smithers,54.7804,-127.1743,-0.82,100,100,2.06,CA,1710002282
543,shwebo,22.5667,95.7,23.32,22,0,2.32,MM,1710002823
544,shenjiamen,29.9576,122.298,7.08,68,100,2.56,CN,1710002292
545,aral,40.5156,81.2636,8.72,28,3,1.08,CN,1710002286
546,abepura,-2.6333,140.5833,24.45,88,20,1.54,ID,1710002824
547,east london,-33.0153,27.9116,24.52,83,75,5.14,ZA,1710002824
548,masterton,-40.9597,175.6575,9.5,89,90,0.99,NZ,1710002824
549,uliastay,47.7417,96.8444,-18.2,91,20,3.22,MN,1710002824
550,borazjan,29.2666,51.2159,19.75,38,3,1.11,IR,1710002824
551,cidreira,-30.1811,-50.2056,27.04,77,100,4.71,BR,1710002825
552,caconda,-13.7333,15.0667,21.27,76,95,0.93,AO,1710002825
553,tongliao,43.6125,122.2653,-2.93,59,0,3.05,CN,1710002825
554,ergani,38.2653,39.7621,4.9,95,100,1.57,TR,1710002825
555,segezha,63.7415,34.3222,-3.71,96,98,3.43,RU,1710002825
